ISBN,editura,calea,an_aparitie,rating,opID
24815,ThomsonReuters,http://www.gutenberg.org/ebooks/24815.epub.noimages,2008,10,16464
24816,La martiniere,http://www.gutenberg.org/ebooks/24816.epub.noimages,2008,3,16465
24817,Harper Collins,http://www.gutenberg.org/ebooks/24817.kindle.images,2008,3,16466
24818,Group Madrigal,http://www.gutenberg.org/ebooks/24818.epub.noimages,2008,7,16467
24819,Group Madrigal,http://www.gutenberg.org/ebooks/24819.rdf,2008,7,16468
2482,Group Madrigal,http://www.gutenberg.org/ebooks/2482.epub.noimages,2001,9,16469
24820,Relx Group,http://www.gutenberg.org/ebooks/24820.kindle.images,2008,4,16470
24821,Relx Group,http://www.gutenberg.org/files/24821/24821-h/24821-h.htm,2008,7,16471
24822,Whiley,http://www.gutenberg.org/files/24822/24822-8.txt,2008,10,16472
24823,Grupo Planeta,http://www.gutenberg.org/files/24823/24823-h.zip,2008,2,16473
24824,Hachette Livre,http://www.gutenberg.org/ebooks/24824.kindle.images,2008,10,16474
24825,House,http://www.gutenberg.org/ebooks/24825.epub.images,2008,4,16475
24826,ThomsonReuters,http://www.gutenberg.org/files/24826/24826-8.zip,2008,1,16476
24827,Pearson,http://www.gutenberg.org/ebooks/24827.epub.noimages,2008,6,16477
24828,Whiley,http://www.gutenberg.org/ebooks/24828.epub.images,2008,1,16478
24829,Pearson,http://www.gutenberg.org/files/24829/24829-8.zip,2008,10,16479
2483,House,http://www.gutenberg.org/ebooks/2483.epub.noimages,2001,6,16480
24830,RCS Libri,http://www.gutenberg.org/files/24830/24830-8.txt,2008,8,16481
24831,Informa,http://www.gutenberg.org/files/24831/24831-8.zip,2008,4,16482
24832,Group Madrigal,http://www.gutenberg.org/ebooks/24832.epub.images,2008,8,16483
24833,Holtzbrinck,http://www.gutenberg.org/ebooks/24833.epub.images,2008,8,16484
24834,House,http://www.gutenberg.org/files/24834/24834.txt,2008,2,16485
24835,Informa,http://www.gutenberg.org/ebooks/24835.kindle.noimages,2008,5,16486
24836,Relx Group,http://www.gutenberg.org/files/24836/24836-h/24836-h.htm,2008,8,16487
24837,RCS Libri,http://www.gutenberg.org/files/24837/24837-h/24837-h.htm,2008,9,16488
24838,Abril Educacao,http://www.gutenberg.org/ebooks/24838.txt.utf-8,2008,4,16489
24839,House,http://www.gutenberg.org/cache/epub/24839/pg24839.cover.small.jpg,2008,9,16490
2484,RCS Libri,http://www.gutenberg.org/ebooks/2484.kindle.images,2001,2,16491
24840,Pearson,http://www.gutenberg.org/files/24840/24840-8.txt,2008,6,16492
24841,Grupo Planeta,http://www.gutenberg.org/files/24841/24841-8.zip,2008,3,16493
24842,Holtzbrinck,http://www.gutenberg.org/ebooks/24842.rdf,2008,7,16494
24843,Klett,http://www.gutenberg.org/ebooks/24843.epub.images,2008,6,16495
24844,Abril Educacao,http://www.gutenberg.org/files/24844/24844-8.zip,2008,2,16496
24845,Scholastic,http://www.gutenberg.org/ebooks/24845.rdf,2008,4,16497
24846,Scholastic,http://www.gutenberg.org/ebooks/24846.txt.utf-8,2008,10,16498
24847,RCS Libri,http://www.gutenberg.org/files/24847/24847-8.txt,2008,3,16499
24848,Informa,http://www.gutenberg.org/ebooks/24848.html.images,2008,9,16500
24849,Whiley,http://www.gutenberg.org/ebooks/24849.epub.noimages,2008,1,16501
2485,Hachette Livre,http://www.gutenberg.org/ebooks/2485.rdf,2001,10,16502
24850,Grupo Planeta,http://www.gutenberg.org/ebooks/24850.epub.images,2008,7,16503
24851,La martiniere,http://www.gutenberg.org/ebooks/24851.rdf,2008,7,16504
24852,Pearson,http://www.gutenberg.org/cache/epub/24852/pg24852.cover.small.jpg,2008,6,16505
24853,Informa,http://www.gutenberg.org/ebooks/24853.rdf,2008,4,16506
24854,Relx Group,http://www.gutenberg.org/files/24854/24854.zip,2008,10,16507
24855,Relx Group,http://www.gutenberg.org/ebooks/24855.epub.images,2008,2,16508
24856,Penguin Random,http://www.gutenberg.org/ebooks/24856.epub.noimages,2008,10,16509
24857,Klett,http://www.gutenberg.org/files/24857/24857-h.zip,2008,2,16510
24858,RCS Libri,http://www.gutenberg.org/files/24858/24858.zip,2008,3,16511
24859,RCS Libri,http://www.gutenberg.org/ebooks/24859.txt.utf-8,2008,1,16512
2486,Relx Group,http://www.gutenberg.org/files/2486/2486-h/2486-h.htm,2001,8,16513
24860,Penguin Random,http://www.gutenberg.org/ebooks/24860.epub.noimages,2008,8,16514
24861,Holtzbrinck,http://www.gutenberg.org/ebooks/24861.epub.images,2008,1,16515
24862,Abril Educacao,http://www.gutenberg.org/cache/epub/24862/pg24862.cover.medium.jpg,2008,3,16516
24863,Boneir,http://www.gutenberg.org/ebooks/24863.html.images,2008,5,16517
24864,Harper Collins,http://www.gutenberg.org/ebooks/24864.txt.utf-8,2008,3,16518
24865,Whiley,http://www.gutenberg.org/files/24865/24865.txt,2008,8,16519
24866,RCS Libri,http://www.gutenberg.org/files/24866/24866-h/24866-h.htm,2008,3,16520
26032,Holtzbrinck,http://www.gutenberg.org/files/26032/26032-h.zip,2008,2,17817
26033,La martiniere,http://www.gutenberg.org/ebooks/26033.epub.images,2008,3,17818
26034,Pearson,http://www.gutenberg.org/files/26034/26034.txt,2008,6,17819
26035,Hachette Livre,http://www.gutenberg.org/ebooks/26035.rdf,2008,10,17820
26036,House,http://www.gutenberg.org/ebooks/26036.epub.noimages,2008,7,17821
26037,Holtzbrinck,http://www.gutenberg.org/files/26037/26037-h.zip,2008,7,17822
26038,Harper Collins,http://www.gutenberg.org/files/26038/26038.txt,2008,2,17823
26039,Informa,http://www.gutenberg.org/ebooks/26039.kindle.noimages,2008,6,17824
2604,RCS Libri,http://www.gutenberg.org/files/2604/2604-h.zip,2001,5,17825
26040,Whiley,http://www.gutenberg.org/files/26040/26040-8.txt,2008,10,17826
26041,ThomsonReuters,http://www.gutenberg.org/ebooks/26041.rdf,2008,7,17827
26042,Klett,http://www.gutenberg.org/files/26042/26042-8.zip,2008,6,17828
26043,Abril Educacao,http://www.gutenberg.org/ebooks/26043.kindle.noimages,2008,5,17829
26044,Abril Educacao,http://www.gutenberg.org/files/26044/26044.txt,2008,5,17830
26045,Group Madrigal,http://www.gutenberg.org/ebooks/26045.rdf,2008,5,17831
26046,Klett,http://www.gutenberg.org/ebooks/26046.epub.noimages,2008,2,17832
26047,Pearson,http://www.gutenberg.org/files/26047/26047-h/26047-h.htm,2008,7,17833
26048,Penguin Random,http://www.gutenberg.org/ebooks/26048.rdf,2008,7,17834
26049,Hachette Livre,http://www.gutenberg.org/ebooks/26049.kindle.noimages,2008,7,17835
2605,Scholastic,http://www.gutenberg.org/ebooks/2605.html.images,2001,9,17836
26050,Abril Educacao,http://www.gutenberg.org/files/26050/26050-8.zip,2008,4,17837
26051,Pearson,http://www.gutenberg.org/ebooks/26051.epub.noimages,2008,7,17838
26052,La martiniere,http://www.gutenberg.org/ebooks/26052.kindle.noimages,2008,10,17839
26053,Hachette Livre,http://www.gutenberg.org/files/26053/26053-8.txt,2008,5,17840
26054,Hachette Livre,http://www.gutenberg.org/files/26054/26054.txt,2008,4,17841
26055,ThomsonReuters,http://www.gutenberg.org/files/26055/26055-8.zip,2008,4,17842
26056,Harper Collins,http://www.gutenberg.org/files/26056/26056-8.txt,2008,5,17843
26057,ThomsonReuters,http://www.gutenberg.org/ebooks/26057.kindle.images,2008,2,17844
26058,Group Madrigal,http://www.gutenberg.org/ebooks/26058.kindle.images,2008,8,17845
26059,Pearson,http://www.gutenberg.org/files/26059/26059-8.zip,2008,8,17846
2606,Scholastic,http://www.gutenberg.org/files/2606/2606-0.zip,2001,4,17847
26060,Abril Educacao,http://www.gutenberg.org/ebooks/26060.kindle.noimages,2008,10,17848
26061,Klett,http://www.gutenberg.org/files/26061/26061-8.zip,2008,10,17849
26062,Boneir,http://www.gutenberg.org/ebooks/26062.txt.utf-8,2008,10,17850
26063,House,http://www.gutenberg.org/ebooks/26063.kindle.images,2008,1,17851
26064,ThomsonReuters,http://www.gutenberg.org/ebooks/26064.epub.noimages,2008,3,17852
26065,Group Madrigal,http://www.gutenberg.org/ebooks/26065.txt.utf-8,2008,2,17853
26066,Boneir,http://www.gutenberg.org/files/26066/26066-h.zip,2008,5,17854
26067,RCS Libri,http://www.gutenberg.org/ebooks/26067.epub.images,2008,1,17855
26068,Harper Collins,http://www.gutenberg.org/files/26068/26068-h.zip,2008,5,17856
26069,Harper Collins,http://www.gutenberg.org/files/26069/26069-8.zip,2008,10,17857
2607,Abril Educacao,http://www.gutenberg.org/ebooks/2607.html.noimages,2001,3,17858
26070,Boneir,http://www.gutenberg.org/files/26070/26070-8.txt,2008,7,17859
26071,La martiniere,http://www.gutenberg.org/files/26071/26071-0.zip,2008,9,17860
26072,ThomsonReuters,http://www.gutenberg.org/files/26072/26072.zip,2008,9,17861
26073,Boneir,http://www.gutenberg.org/files/26073/26073-h/Met_XII-XV.html,2008,5,17862
26074,House,http://www.gutenberg.org/ebooks/26074.kindle.images,2008,2,17863
26075,Pearson,http://www.gutenberg.org/ebooks/26075.kindle.images,2008,2,17864
26076,Hachette Livre,http://www.gutenberg.org/files/26076/26076.zip,2008,1,17865
26077,Relx Group,http://www.gutenberg.org/ebooks/26077.epub.images,2008,3,17866
26078,RCS Libri,http://www.gutenberg.org/ebooks/26078.epub.images,2008,4,17867
26079,Informa,http://www.gutenberg.org/files/26079/26079-h/26079-h.htm,2008,2,17868
2608,RCS Libri,http://www.gutenberg.org/files/2608/2608-h/2608-h.htm,2006,9,17869
26080,Grupo Planeta,http://www.gutenberg.org/files/26080/26080-h.zip,2008,9,17870
26081,Grupo Planeta,http://www.gutenberg.org/ebooks/26081.txt.utf-8,2008,9,17871
26082,ThomsonReuters,http://www.gutenberg.org/files/26082/26082-0.txt,2008,10,17872
26083,House,http://www.gutenberg.org/ebooks/26083.rdf,2008,7,17873
26084,Holtzbrinck,http://www.gutenberg.org/ebooks/26084.epub.noimages,2008,1,17874
26085,RCS Libri,http://www.gutenberg.org/ebooks/26085.kindle.images,2008,4,17875
26086,Penguin Random,http://www.gutenberg.org/files/26086/26086-h.zip,2008,10,17876
26087,Harper Collins,http://www.gutenberg.org/ebooks/26087.epub.noimages,2008,9,17877
26088,Klett,http://www.gutenberg.org/ebooks/26088.kindle.noimages,2008,6,17878
26089,Relx Group,http://www.gutenberg.org/ebooks/26089.kindle.noimages,2008,1,17879
2609,RCS Libri,http://www.gutenberg.org/ebooks/2609.kindle.images,2001,3,17880
26090,Hachette Livre,http://www.gutenberg.org/files/26090/26090-h.zip,2008,2,17881
26091,Penguin Random,http://www.gutenberg.org/ebooks/26091.epub.noimages,2008,4,17882
26092,ThomsonReuters,http://www.gutenberg.org/ebooks/26092.epub.noimages,2008,7,17883
26093,Whiley,http://www.gutenberg.org/files/26093/26093.txt,2008,3,17884
26094,ThomsonReuters,http://www.gutenberg.org/ebooks/26094.epub.noimages,2008,4,17885
26095,Penguin Random,http://www.gutenberg.org/ebooks/26095.rdf,2008,9,17886
26096,Penguin Random,http://www.gutenberg.org/files/26096/26096-h/26096-h.htm,2008,5,17887
26097,Grupo Planeta,http://www.gutenberg.org/ebooks/26097.rdf,2008,6,17888
26098,Holtzbrinck,http://www.gutenberg.org/ebooks/26098.epub.images,2008,8,17889
26099,Klett,http://www.gutenberg.org/files/26099/26099-0.zip,2008,10,17890
261,Pearson,http://www.gutenberg.org/files/261/261-h/261-h.htm,2008,8,17891
2610,Hachette Livre,http://www.gutenberg.org/ebooks/2610.epub.noimages,2001,6,17892
26100,Boneir,http://www.gutenberg.org/files/26100/26100-h.zip,2008,8,17893
26101,Hachette Livre,http://www.gutenberg.org/files/26101/26101-8.zip,2008,6,17894
26102,Penguin Random,http://www.gutenberg.org/files/26102/26102.zip,2008,5,17895
26103,Group Madrigal,http://www.gutenberg.org/ebooks/26103.epub.noimages,2008,8,17896
26104,Penguin Random,http://www.gutenberg.org/files/26104/26104-h.zip,2008,9,17897
26105,Grupo Planeta,http://www.gutenberg.org/files/26105/26105-h/26105-h.htm,2008,7,17898
26106,RCS Libri,http://www.gutenberg.org/ebooks/26106.txt.utf-8,2008,5,17899
26107,Group Madrigal,http://www.gutenberg.org/ebooks/26107.rdf,2008,10,17900
26108,Boneir,http://www.gutenberg.org/ebooks/26108.kindle.images,2008,6,17901
26109,Group Madrigal,http://www.gutenberg.org/files/26109/26109-h.zip,2008,10,17902
27357,Relx Group,http://www.gutenberg.org/ebooks/27357.epub.images,2008,1,19288
27358,Penguin Random,http://www.gutenberg.org/ebooks/27358.kindle.noimages,2008,10,19289
27359,Harper Collins,http://www.gutenberg.org/ebooks/27359.html.images,2008,3,19290
2736,House,http://www.gutenberg.org/ebooks/2736.epub.noimages,2006,6,19291
27360,Harper Collins,http://www.gutenberg.org/files/27360/27360.zip,2008,9,19292
27361,Abril Educacao,http://www.gutenberg.org/ebooks/27361.txt.utf-8,2008,7,19293
27362,Klett,http://www.gutenberg.org/ebooks/27362.kindle.images,2008,2,19294
27363,Relx Group,http://www.gutenberg.org/files/27363/27363-8.txt,2008,7,19295
27364,Group Madrigal,http://www.gutenberg.org/ebooks/27364.kindle.noimages,2008,1,19296
27365,Grupo Planeta,http://www.gutenberg.org/files/27365/27365.zip,2008,9,19297
27366,Informa,http://www.gutenberg.org/ebooks/27366.epub.images,2008,8,19298
27367,La martiniere,http://www.gutenberg.org/files/27367/27367-h/music/reel.mid,2008,4,19299
27368,Informa,http://www.gutenberg.org/ebooks/27368.rdf,2008,5,19300
27369,Scholastic,http://www.gutenberg.org/ebooks/27369.rdf,2008,4,19301
2737,Boneir,http://www.gutenberg.org/ebooks/2737.epub.noimages,2001,4,19302
27370,Holtzbrinck,http://www.gutenberg.org/files/27370/27370-h.zip,2008,10,19303
27371,Holtzbrinck,http://www.gutenberg.org/ebooks/27371.kindle.images,2008,4,19304
27372,La martiniere,http://www.gutenberg.org/files/27372/27372.zip,2008,6,19305
27373,Klett,http://www.gutenberg.org/files/27373/27373-8.zip,2008,8,19306
27374,Boneir,http://www.gutenberg.org/ebooks/27374.kindle.noimages,2008,9,19307
27375,Informa,http://www.gutenberg.org/ebooks/27375.txt.utf-8,2008,9,19308
27376,Grupo Planeta,http://www.gutenberg.org/ebooks/27376.epub.images,2008,7,19309
27377,Abril Educacao,http://www.gutenberg.org/ebooks/27377.epub.images,2008,8,19310
27378,Pearson,http://www.gutenberg.org/files/27378/27378.txt,2008,1,19311
27379,Relx Group,http://www.gutenberg.org/files/27379/27379-h/27379-h.htm,2008,5,19312
2738,ThomsonReuters,http://www.gutenberg.org,2016,7,19313
27380,La martiniere,http://www.gutenberg.org/ebooks/27380.rdf,2008,6,19314
27381,La martiniere,http://www.gutenberg.org/ebooks/27381.epub.images,2008,8,19315
27382,RCS Libri,http://www.gutenberg.org/ebooks/27382.kindle.images,2008,4,19316
27383,Group Madrigal,http://www.gutenberg.org/ebooks/27383.epub.images,2008,4,19317
27384,Penguin Random,http://www.gutenberg.org/ebooks/27384.kindle.noimages,2008,9,19318
27385,Boneir,http://www.gutenberg.org/files/27385/27385.zip,2008,5,19319
27386,Whiley,http://www.gutenberg.org/files/27386/27386.txt,2008,2,19320
27387,Pearson,http://www.gutenberg.org/files/27387/27387-8.txt,2008,9,19321
27388,RCS Libri,http://www.gutenberg.org/files/27388/27388-h/27388-h.htm,2008,9,19322
27389,Group Madrigal,http://www.gutenberg.org/ebooks/27389.kindle.noimages,2008,9,19323
2739,La martiniere,http://www.gutenberg.org/files/2739/2739-h/2739-h.htm,2001,5,19324
27390,Scholastic,http://www.gutenberg.org/ebooks/27390.epub.noimages,2008,10,19325
27391,Grupo Planeta,http://www.gutenberg.org/ebooks/27391.kindle.images,2008,2,19326
27392,RCS Libri,http://www.gutenberg.org/ebooks/27392.kindle.images,2008,4,19327
27393,Boneir,http://www.gutenberg.org/files/27393/27393-h/27393-h.htm,2008,10,19328
27394,Whiley,http://www.gutenberg.org/files/27394/27394.txt,2008,2,19329
27395,House,http://www.gutenberg.org/files/27395/27395-h.zip,2008,3,19330
27396,Abril Educacao,http://www.gutenberg.org/ebooks/27396.epub.images,2008,4,19331
27397,Boneir,http://www.gutenberg.org/ebooks/27397.rdf,2008,10,19332
27398,Pearson,http://www.gutenberg.org/ebooks/27398.html.noimages,2008,9,19333
27399,Klett,http://www.gutenberg.org/ebooks/27399.kindle.noimages,2008,6,19334
274,Group Madrigal,http://www.gutenberg.org/ebooks/274.kindle.images,1995,7,19335
2740,Whiley,http://www.gutenberg.org/files/2740/2740-h/2740-h.htm,2001,1,19336
27400,Abril Educacao,http://www.gutenberg.org/files/27400/27400-8.zip,2008,6,19337
27401,Informa,http://www.gutenberg.org/files/27401/27401-h.zip,2008,3,19338
27402,Hachette Livre,http://www.gutenberg.org/ebooks/27402.rdf,2008,6,19339
27403,Holtzbrinck,http://www.gutenberg.org/ebooks/27403.kindle.images,2008,8,19340
27404,Pearson,http://www.gutenberg.org/ebooks/27404.kindle.images,2008,1,19341
27405,Informa,http://www.gutenberg.org/files/27405/27405.zip,2008,1,19342
27406,Pearson,http://www.gutenberg.org/ebooks/27406.epub.noimages,2008,1,19343
27407,ThomsonReuters,http://www.gutenberg.org/files/27407/27407.txt,2008,7,19344
27408,ThomsonReuters,http://www.gutenberg.org/files/27408/27408.zip,2008,1,19345
27409,Klett,http://www.gutenberg.org/ebooks/27409.epub.images,2008,9,19346
2741,Whiley,http://www.gutenberg.org/cache/epub/2741/pg2741.cover.small.jpg,2004,4,19347
27410,Whiley,http://www.gutenberg.org/files/27410/27410.zip,2008,4,19348
27411,Scholastic,http://www.gutenberg.org/ebooks/27411.txt.utf-8,2008,3,19349
27412,Group Madrigal,http://www.gutenberg.org/ebooks/27412.epub.noimages,2008,8,19350
27413,Holtzbrinck,http://www.gutenberg.org/ebooks/27413.epub.noimages,2008,8,19351
27414,Penguin Random,http://www.gutenberg.org/ebooks/27414.kindle.noimages,2008,7,19352
27415,RCS Libri,http://www.gutenberg.org/ebooks/27415.kindle.noimages,2008,1,19353
27416,Informa,http://www.gutenberg.org/ebooks/27416.rdf,2008,8,19354
27417,Scholastic,http://www.gutenberg.org/ebooks/27417.kindle.noimages,2008,8,19355
27418,ThomsonReuters,http://www.gutenberg.org/ebooks/27418.rdf,2008,2,19356
27419,ThomsonReuters,http://www.gutenberg.org/files/27419/27419-h/27419-h.htm,2008,8,19357
2742,Relx Group,http://www.gutenberg.org/files/2742/2742.zip,2006,3,19358
27420,Harper Collins,http://www.gutenberg.org/ebooks/27420.kindle.noimages,2008,4,19359
27421,Group Madrigal,http://www.gutenberg.org/files/27421/27421-8.txt,2008,4,19360
27422,RCS Libri,http://www.gutenberg.org/ebooks/27422.kindle.images,2008,5,19361
27423,Grupo Planeta,http://www.gutenberg.org/files/27423/27423-h/27423-h.htm,2008,1,19362
27424,Whiley,http://www.gutenberg.org/ebooks/27424.epub.noimages,2008,8,19363
27425,Holtzbrinck,http://www.gutenberg.org/ebooks/27425.epub.noimages,2008,1,19364
27426,Scholastic,http://www.gutenberg.org/ebooks/27426.epub.noimages,2008,7,19365
27427,Informa,http://www.gutenberg.org/ebooks/27427.txt.utf-8,2008,6,19366
27428,House,http://www.gutenberg.org/ebooks/27428.html.images,2008,1,19367
27429,Relx Group,http://www.gutenberg.org/ebooks/27429.rdf,2008,4,19368
2743,La martiniere,http://www.gutenberg.org/ebooks/2743.rdf,2004,6,19369
27430,Informa,http://www.gutenberg.org/ebooks/27430.rdf,2008,3,19370
27431,Abril Educacao,http://www.gutenberg.org/ebooks/27431.txt.utf-8,2008,9,19371
27432,Informa,http://www.gutenberg.org/ebooks/27432.rdf,2008,10,19372
27433,House,http://www.gutenberg.org/ebooks/27433.kindle.images,2008,7,19373
27434,Abril Educacao,http://www.gutenberg.org/ebooks/27434.epub.images,2008,6,19374
27435,Informa,http://www.gutenberg.org/ebooks/27435.epub.images,2008,2,19375
28605,Whiley,http://www.gutenberg.org/ebooks/28605.kindle.noimages,2009,4,20675
28606,Whiley,http://www.gutenberg.org/files/28606/28606-0.zip,2009,10,20676
28607,Abril Educacao,http://www.gutenberg.org/ebooks/28607.epub.noimages,2009,7,20677
28608,Whiley,http://www.gutenberg.org/files/28608/28608.zip,2009,7,20678
28609,La martiniere,http://www.gutenberg.org/files/28609/28609.txt,2009,6,20679
2861,House,http://www.gutenberg.org/ebooks/2861.kindle.noimages,2001,6,20680
28610,Penguin Random,http://www.gutenberg.org/ebooks/28610.kindle.images,2009,5,20681
28611,Abril Educacao,http://www.gutenberg.org/files/28611/28611-8.txt,2009,3,20682
28612,ThomsonReuters,http://www.gutenberg.org/ebooks/28612.kindle.images,2009,5,20683
28613,Relx Group,http://www.gutenberg.org/files/28613/28613-8.txt,2009,7,20684
28614,Whiley,http://www.gutenberg.org/files/28614/28614-h/28614-h.htm,2009,1,20685
28615,Whiley,http://www.gutenberg.org/ebooks/28615.txt.utf-8,2009,9,20686
28616,Klett,http://www.gutenberg.org/files/28616/28616-h.zip,2009,4,20687
28617,Hachette Livre,http://www.gutenberg.org/cache/epub/28617/pg28617.cover.small.jpg,2009,3,20688
28618,Holtzbrinck,http://www.gutenberg.org/ebooks/28618.txt.utf-8,2009,2,20689
28619,La martiniere,http://www.gutenberg.org/ebooks/28619.epub.images,2009,7,20690
2862,Klett,http://www.gutenberg.org/ebooks/2862.kindle.noimages,2006,2,20691
28620,Relx Group,http://www.gutenberg.org/files/28620/28620-8.zip,2009,1,20692
28621,Harper Collins,http://www.gutenberg.org/files/28621/28621-h/28621-h.htm,2009,4,20693
28622,Relx Group,http://www.gutenberg.org/ebooks/28622.rdf,2009,2,20694
28623,Informa,http://www.gutenberg.org/ebooks/28623.kindle.noimages,2009,6,20695
28624,Informa,http://www.gutenberg.org/files/28624/28624-8.txt,2009,2,20696
28625,Relx Group,http://www.gutenberg.org/files/28625/28625-h.zip,2009,6,20697
28626,Hachette Livre,http://www.gutenberg.org/ebooks/28626.html.images,2009,5,20698
28627,House,http://www.gutenberg.org/ebooks/28627.txt.utf-8,2009,2,20699
28628,House,http://www.gutenberg.org/files/28628/28628-h.zip,2009,2,20700
28629,Informa,http://www.gutenberg.org/files/28629/28629.txt,2009,2,20701
2863,Grupo Planeta,http://www.gutenberg.org/files/2863/2863-0.zip,2001,10,20702
28630,Boneir,http://www.gutenberg.org/files/28630/28630-h/28630-h.htm,2009,10,20703
28631,Klett,http://www.gutenberg.org/cache/epub/28631/pg28631.cover.small.jpg,2009,9,20704
28632,Boneir,http://www.gutenberg.org/files/28632/28632-8.zip,2009,4,20705
28633,RCS Libri,http://www.gutenberg.org/ebooks/28633.epub.images,2009,4,20706
28634,Scholastic,http://www.gutenberg.org/files/28634/28634-h.zip,2009,1,20707
28635,Grupo Planeta,http://www.gutenberg.org/files/28635/28635-h/28635-h.htm,2009,8,20708
28636,Group Madrigal,http://www.gutenberg.org/files/28636/28636-h/28636-h.htm,2009,4,20709
28637,Whiley,http://www.gutenberg.org/files/28637/28637-h/28637-h.htm,2009,10,20710
28638,Informa,http://www.gutenberg.org/ebooks/28638.txt.utf-8,2009,3,20711
28639,RCS Libri,http://www.gutenberg.org/ebooks/28639.epub.noimages,2009,8,20712
2864,Abril Educacao,http://www.gutenberg.org/ebooks/2864.kindle.images,2001,4,20713
28640,Boneir,http://www.gutenberg.org/ebooks/28640.rdf,2009,3,20714
28641,Klett,http://www.gutenberg.org/ebooks/28641.epub.images,2009,3,20715
28642,RCS Libri,http://www.gutenberg.org/files/28642/28642-8.txt,2009,5,20716
28643,Relx Group,http://www.gutenberg.org/ebooks/28643.kindle.noimages,2009,7,20717
28644,RCS Libri,http://www.gutenberg.org/files/28644/28644.zip,2009,4,20718
28645,Pearson,http://www.gutenberg.org/ebooks/28645.epub.images,2009,3,20719
28646,Informa,http://www.gutenberg.org/ebooks/28646.kindle.images,2009,8,20720
28647,Boneir,http://www.gutenberg.org/ebooks/28647.rdf,2009,4,20721
28648,Abril Educacao,http://www.gutenberg.org/cache/epub/28648/pg28648.cover.small.jpg,2009,10,20722
28649,RCS Libri,http://www.gutenberg.org/files/28649/28649.zip,2009,3,20723
2865,Group Madrigal,http://www.gutenberg.org/ebooks/2865.txt.utf-8,2001,1,20724
28650,Hachette Livre,http://www.gutenberg.org/ebooks/28650.kindle.images,2009,4,20725
28651,Boneir,http://www.gutenberg.org/files/28651/28651-8.txt,2009,3,20726
28652,Harper Collins,http://www.gutenberg.org/ebooks/28652.epub.images,2009,2,20727
28653,Group Madrigal,http://www.gutenberg.org/ebooks/28653.txt.utf-8,2009,9,20728
28654,RCS Libri,http://www.gutenberg.org/ebooks/28654.kindle.noimages,2009,1,20729
28655,Whiley,http://www.gutenberg.org/ebooks/28655.kindle.noimages,2009,4,20730
28656,Group Madrigal,http://www.gutenberg.org/ebooks/28656.kindle.images,2009,2,20731
28657,Klett,http://www.gutenberg.org/ebooks/28657.kindle.images,2009,9,20732
28658,Holtzbrinck,http://www.gutenberg.org/files/28658/28658-r.zip,2009,7,20733
28659,Group Madrigal,http://www.gutenberg.org/ebooks/28659.epub.images,2009,8,20734
2866,RCS Libri,http://www.gutenberg.org/ebooks/2866.txt.utf-8,2001,2,20735
28660,ThomsonReuters,http://www.gutenberg.org/ebooks/28660.txt.utf-8,2009,9,20736
28661,Scholastic,http://www.gutenberg.org/ebooks/28661.epub.noimages,2009,6,20737
28662,La martiniere,http://www.gutenberg.org/files/28662/28662-h.zip,2009,5,20738
28663,House,http://www.gutenberg.org/files/28663/28663-h.zip,2009,3,20739
28664,Pearson,http://www.gutenberg.org/ebooks/28664.rdf,2009,1,20740
28665,La martiniere,http://www.gutenberg.org/files/28665/28665-h.zip,2009,1,20741
28666,Pearson,http://www.gutenberg.org/ebooks/28666.txt.utf-8,2009,9,20742
28667,Harper Collins,http://www.gutenberg.org/ebooks/28667.epub.noimages,2009,9,20743
28668,Relx Group,http://www.gutenberg.org/files/28668/28668-h/28668-h.htm,2009,2,20744
28669,Holtzbrinck,http://www.gutenberg.org/files/28669/28669-h.zip,2009,9,20745
2867,Informa,http://www.gutenberg.org/ebooks/2867.txt.utf-8,2006,10,20746
28670,RCS Libri,http://www.gutenberg.org/files/28670/28670-h.zip,2009,1,20747
28671,Abril Educacao,http://www.gutenberg.org/ebooks/28671.kindle.noimages,2009,2,20748
28672,ThomsonReuters,http://www.gutenberg.org/files/28672/28672-h/28672-h.htm,2009,5,20749
28673,Harper Collins,http://www.gutenberg.org/ebooks/28673.kindle.noimages,2009,9,20750
28674,Klett,http://www.gutenberg.org/files/28674/28674-8.zip,2009,3,20751
28675,Informa,http://www.gutenberg.org/ebooks/28675.kindle.images,2009,7,20752
28676,Hachette Livre,http://www.gutenberg.org/files/28676/28676-h.zip,2009,3,20753
28677,Pearson,http://www.gutenberg.org/ebooks/28677.epub.noimages,2009,4,20754
28678,Harper Collins,http://www.gutenberg.org/ebooks/28678.epub.noimages,2009,5,20755
28679,House,http://www.gutenberg.org/ebooks/28679.txt.utf-8,2009,8,20756
2868,Scholastic,http://www.gutenberg.org/files/2868/2868-h.zip,2001,1,20757
28680,Harper Collins,http://www.gutenberg.org/ebooks/28680.epub.images,2009,7,20758
28681,Scholastic,http://www.gutenberg.org/files/28681/28681.zip,2009,6,20759
28682,Pearson,http://www.gutenberg.org/ebooks/28682.rdf,2009,10,20760
28683,Whiley,http://www.gutenberg.org/ebooks/28683.kindle.noimages,2009,4,20761
24867,Group Madrigal,http://www.gutenberg.org/ebooks/24867.html.images,2008,8,16521
24868,Scholastic,http://www.gutenberg.org/files/24868/24868.zip,2008,6,16522
24869,ThomsonReuters,http://www.gutenberg.org/files/24869/24869-h.zip,2008,4,16523
