id,text,autor
1537,Attention to health is life's greatest hindrance.,Plato (427-347 B.C.).
1538,Plato was a bore.,Friedrich Nietzsche (1844-1900).
1539,Nietzsche was stupid and abnormal.,Leo Tolstoy (1828-1910).
1540,I'm not going to get into the ring with Tolstoy.,Ernest Hemingway (1899-1961).
1541,Hemingway was a jerk.,Harold Robbins.
1542,Men are not disturbed by things but the view they take of things.,Epictetus (55-135 A.D.)
1543,How can I lose to such an idiot?,A shout from chessmaster Aaron Nimzovich (1886-1935).
1544,I don't feel good.,The last words of Luther Burbank (1849-1926).
1545,Nothing is wrong with California that a rise in the ocean level wouldn't cure.,Ross MacDonald (1915-1983).
1546,Men have become the tools of their tools.,Henry David Thoreau (1817-1862).
1547,I have never let my schooling interfere with my education.,Mark Twain (1835-1910).
1050,As nightfall does not come at once neither does oppression. In both instances there is a twilight when everything remains unchanged. And it is in such twilight that we all must be most aware of change in the air - however slight - lest we become unwitting victims of the darkness.,Supreme Court Justice William O. Douglas.
1051,The surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently,Friedrich Nietzsche.
1052,Conservatives are not necessarily stupid but most stupid people are conservatives,John Stuart Mill.
1053,Throughout American history the government has said we're in an unprecedented crisis and that we must live without civil liberties until the crisis is over. It's a hoax.,Yale Kamisar
1054,Quoting Coulter is kind of like quoting Joe McCarthy; no doubt it does well when you're pandering to a group of like-minded hate mongerers but it earns you a well-deserved reputation as a vicious mean-spirited airhead and intellectual lightweight in more analytical and dispassionate circles.,Mark Vaughan in borland.public.off-topic.
1055,Under conditions of competition standards are set by the morally least reputable agent.,philosopher/economist John Stuart Mill.
1056,A terrorist is someone who has a bomb but doesn't have an air force.,William Blum.
1057,You cannot depend on your eyes when your imagination is out of focus.,Mark Twain.
1058,Once you've written TBicycle you never forget how.,Oliver Townshend in b.p.d.n-t..
1059,When the rich think about the poor they have poor ideas.,Evita Peron.
1060,Any fool can criticize condemn and complain - and most fools do.,Dale Carnegie.
1061,Real punks help little old ladies across the street because it shocks more people than if they spit on the sidewalk.,Unknown.
1062,If you can read this you're not aiming in the right direction.,Toilet-ceiling graffiti.
1063,Getting an education was a bit like a communicable sexual disease. It made you unsuitable for a lot of jobs and then you had the urge to pass it on.,Terry Pratchett
1064,To understand a man you should walk a mile in his shoes. If what he says still bothers you that's ok because you'll be a mile away from him and you'll have his shoes.,Unknown.
1065,Early to rise Early to bed Makes a man healthy but socially dead.,The Warner Brothers (Animaniacs).
1066,I hope life isn't a big joke ... because I don't get it.,Unknown.
1067,I'd stop eating chocolate but I'm no quitter.,Unknown.
1068,I'm so poor I can't even pay attention.,Unknown.
1069,It's dangerous to underestimate the intelligence of a customer who grew a business that's successful enough to require a large and complex set of software,Grady Booch.
1070,A physicist is an atom's way of knowing about atoms.,George Wald.
1071,It's the liberal bias. The press is liberally biased to the right.,Ken de Camargo.
1072,That is the saving grace of humor if you fail no one is laughing at you.,A. Whitney Brown.
1073,Humor is the only test of gravity and gravity of humor; for a subject which will not bear raillery is suspicious and a jest which will not bear serious examination is false wit.,Aristotle (384 BC-322 BC).
1074,All I need to make a comedy is a park a policeman and a pretty girl.,Charlie Chaplin (1889-1977)
1075,Total absence of humor renders life impossible.,Colette (1873-1954)
1076,Humor is always based on a modicum of truth. Have you ever heard a joke about a father-in-law?,Dick Clark.
1077,A sense of humor is part of the art of leadership of getting along with people of getting things done.,Dwight D. Eisenhower (1890-1969).
1078,Analyzing humor is like dissecting a frog. Few people are interested and the frog dies of it.,E. B. White (1899-1985).
1079,Humor is by far the most significant activity of the human brain.,Edward De Bono.
1080,The world is a tragedy to those who feel but a comedy to those who think.,Horace Walpole (1717-1797).
1081,If there's one thing I know it's God does love a good joke.,Hugh Elliott
1082,The only rules comedy can tolerate are those of taste and the only limitations those of libel.,James Thurber (1894-1961).
1083,The wit makes fun of other persons; the satirist makes fun of the world; the humorist makes fun of himself.,James Thurber (1894-1961)
1084,Where humor is concerned there are no standards - no one can say what is good or bad although you can be sure that everyone will.,John Kenneth Galbraith (1908-2006).
1085,One doesn't have a sense of humor. It has you.,Larry Gelbart.
1086,Humor is the great thing the saving thing. The minute it crops up all our irritations and resentments slip away and a sunny spirit takes their place.,Mark Twain (1835-1910).
1087,Humor is a rubber sword - it allows you to make a point without drawing blood.,Mary Hirsch.
1088,Humor is just another defense against the universe.,Mel Brooks (1926- ).
1089,Comedy is simply a funny way of being serious., Peter Ustinov (1921-2004).
1090,Comedy is nothing more than tragedy deferred.,Pico Iyer
1091,Wit makes its own welcome and levels all distinctions.,Ralph Waldo Emerson (1803-1882).
1092,Defining and analyzing humor is a pastime of humorless people.,Robert Benchley (1889 - 1945).
1093,Humor is also a way of saying something serious.,T. S. Eliot (1888 - 1965).
1094,There's no trick to being a humorist when you have the whole government working for you.,Will Rogers (1879-1935).
1095,Politicians are like diapers. They should be changed often and for the same reason.,Anonymous.
1096,Small minds run in the same gutter.,Alfred E. Neuman.
1097,Programming today is a race between software engineers striving to build bigger and better idiot-proof programs and the Universe trying to produce bigger and better idiots. So far the Universe is winning.,Rich Cook..
1098,Computer dating is fine if you're a computer.,Rita May Brown..
1099,All sorts of computer errors are now turning up. You'd be surprised to know the number of doctors who claim they are treating pregnant men.,Isaac Asimov..
1100,To err is human but to really foul things up you need a computer.,Paul Ehrlich..
1101,The trouble with the Internet is that it's replacing masturbation as a leisure activity.,Patrick Murray..
1102,Beware of computer programmers that carry screwdrivers.,Leonard Brandwein..
1103,UNIX is basically a simple operating system but you have to be a genius to understand the simplicity.,Dennis Ritchie..
1104,The perfect computer has been developed. You just feed in your problems and they never come out again.,Al Goodman..
1105,The most overlooked advantage of owning a computer is that if they foul up there's no law against whacking them around a bit.,Eric Porterfield..
1106,Computers make it easier to do a lot of things but most of the things they make it easier to do don't need to be done.,Andy Rooney..
1107,Computer Science is no more about computers than astronomy is about telescopes,Edsger W. Dijkstra..
1108,The great thing about a computer notebook is that no matter how much you stuff into it it doesn't get bigger or heavier.,Bill Gates..
1109,Not even computers will replace committees because committees buy computers.,Unknown.
1110,I do not fear computers. I fear the lack of them.,Isaac Asimov..
1111,Computers can figure out all kinds of problems except the things in the world that just don't add up.,James Magary..
1112,In all large corporations there is a pervasive fear that someone somewhere is having fun with a computer on company time. Networks help alleviate that fear.,John C. Dvorak..
1113,Imagine if every Thursday your shoes exploded if you tied them the usual way. This happens to us all the time with computers  and nobody thinks of complaining.,Jeff Raskin..
1114,If computers get too powerful we can organize them into a committee,"that will do them in."""
1115,The most likely way for the world to be destroyed most experts agree is by accident. That's where we come in; we're computer professionals. We cause accidents.,Nathaniel Borenstein..
1116,To err is human,and to blame it on a computer is even more
1117,If the automobile had followed the same development cycle as the computer a Rolls-Royce would today cost $100 get a million miles per gallon and explode once a year killing everyone inside.,Robert X. Cringely..
1118,If you put tomfoolery into a computer nothing comes out of it but tomfoolery. But this tomfoolery having passed through a very expensive machine is somehow enobled and no-one dares criticize it.,Pierre Gallois..
1119,Descended from the apes? Let us hope that it is not true. But if it is let us pray that it may not become generally known.,FA Montagu..
1120,I am an expert of electricity. My father occupied the chair of applied electricity at the state prison.,WC Fields..
1121,My advice to you is get married: if you find a good wife you'll be happy; if not you'll become a philosopher.,Socrates..
1122,An intellectual is someone who has found something more interesting than sex.,Edgar Wallace..
1123,You ask me if I keep a notebook to record my great ideas. I've only ever had one.,Albert Einstein..
1124,Only one man ever understood me and he didn't understand me.,GW Hegel..
1125,Chaos Theory is a new theory invented by scientists panicked by the thought that the public were beginning to understand the old ones.,Mike Barfield..
1126,The secret of creativity is knowing how to hide your sources.,Albert Einstein..
1127,Louis Pasteur's theory of germs is ridiculous fiction.,Pierre Pachet
1128,The wireless music box has no imaginable commercial value. Who would pay for a message sent to nobody in particular?,David Sarnoff's associates in response to his urging for
1129,Researchers have discovered that chocolate produces some of the same reactions in the brain as marijuana. The researchers also discovered other similarities between the two but can't remember what they are.,Matt Lauer on NBC's Today Show..
1130,If it weren't for electricity we'd all be watching television by candlelight.,George Gobel..
1131,USA Today has come out with a new survey: Apparently three out of four people make up 75 percent of the population.,David Letterman..
1132,In ancient times they had no statistics so they had to fall back on lies.,Stephen Leacock..
1133,Ketchup left overnight on dinner plates has a longer half-life than radioactive waste.,Wes Smith..
1134,Biologically speaking if something bites you it's more likely to be female.,Desmond Morris..
1135,When I die I'm going to leave my body to science fiction.,Steven Wright..
1136,Inanimate objects can be classified scientifically into three major categories; those that don't work those that break down and those that get lost.,Russell Baker..
1137,Heaven is an American salary a Chinese cook an English house  and a Japanese wife. Hell is defined as having a Chinese salary  an English cook a Japanese house and an American wife.,James H. Kabbler III..
1138,When his life was ruined his family killed his farm destroyed Job knelt down on the ground and yelled up to the heavens 'Why god? Why me?' and the thundering voice of God answered 'There's just something about you that pisses me off.',Stephen King..
1139,How can I believe in God when just last week I got my tongue caught in the roller of an electric typewriter?,Woody Allen..
1140,If there is no God who pops up the next Kleenex?,Art Hoppe..
1141,My mother said to me ,Pablo Picasso..
1142,I was thrown out of college for cheating on the metaphysics exam; I looked into the soul of the boy next to me.,Woody Allen..
1143,A good sermon should be like a woman's skirt: short enough to arouse interest but long enough to cover the essentials.,Ronald Knox..
1144,Not only is there no God but you try getting a plumber at weekends.,Woody Allen..
1145,As God once said and I think rightly...,Margaret Thatcher..
1146,Hearing nuns' confessions is like being stoned to death with popcorn.,Fulton Sheen..
1147,If there is no Hell a good many preachers are obtaining money under false pretences.,William Sunday..
1148,I admire the Pope. I have a lot of respect for anyone who can tour without an album.,Rita Rudner..
1149,Thank God I'm an atheist.,Luis Bunuel..
1150,The Bible was a consolation to a fellow alone in the old cell. The lovely thin paper with a bit of matress stuffing in it if you could get a match was as good a smoke as I ever tasted.,Brendan Behan..
1151,In the begining there was nothing and God said 'Let there be light' and there was still nothing but everybody could see it.,Dave Thomas..
1152,Sailors ought never to go to church. They ought to go to hell  where it is much more comfortable.,HG Wells..
1153,If absolute power corrupts absolutely where does that leave God?,George Deacon..
1154,I don't believe in the after life although I am bringing a change of underwear.,Woody Allen..
1155,When I was a kid I used to pray every night for a new bicycle. Then I realised that the Lord doesn't work that way so I stole one and asked Him to forgive me.,Emo Philips..
1156,When I told the people of Northern Ireland that I was an atheist a woman in the audience stood up and said 'Yes but is it the God of the Catholics or the God of the Protestants in whom you don't believe?,Quentin Crisp..
1157,When I am dead I hope it may be said: 'His sins were scarlet but his books were read.,Hillaire Belloc..
1158,Sometimes I lie awake at night and I ask 'Where have I gone wrong?' Then a voice says to me 'This is going to take more than one night.',Charlie Brown..
1159,Maybe there is no actual place called hell. Maybe hell is just having to listen to our grandparents breathe through their noses when they're eating sandwiches.,Jim Carrey..
1160,When did I realize I was God? Well I was praying and I suddenly realized I was talking to myself.,Peter O'Toole..
1161,They say such nice things about people at their funerals that it makes me sad that I'm going to miss mine by just a few days.,Garrison Kielor..
1162,It was God who made me so beautiful. If I weren't then I'd be a teacher.,Linda Evangelista..
1163,The secret of a good sermon is to have a good beginning and a good ending then having the two as close together as possible.,George Burns..
1164,I would have made a good Pope.,Richard Nixon..
1165,I was raised in the Jewish tradition taught never to marry a Gentile woman shave on a Saturday night and most especially  never to shave a Gentile woman on a Saturday night.,Woody Allen..
1166,God is love but get it in writing.,Gypsy Rose Lee..
1167,I don't pray because I don't want to bore God.,Orson Welles..
1168,As the poet said 'Only God can make a tree ' probably because it's so hard to figure out how to get the bark on.,Woody Allen..
1169,I have four children which is not bad considering I'm not a Catholic.,Peter Ustinov..
1170,I hear Glenn Hoddle has found God. That must have been one hell of a pass.,Bob Davies..
1171,And God said 'Let there be light' and there was light but the Electricity Board said He would have to wait until Thursday to be connected.,Spike Milligan..
1172,No mention of God. They keep Him up their sleeves for as long as they can vicars do. They know it puts people off.,Alan Bennett..
1173,I'm Jewish. I don't work out. If God had wanted us to bend over  He would have put diamonds on the floor.,Joan Rivers..
1174,There is a charm about the forbidden that makes it unspeakably diserable.,Mark Twain..
1175,Always go to other people's funerals otherwise they won't come to yours.,Yogi Berra..
1176,Death is a low chemical trick played on everybody except sequoia trees.,JJ Furnas..
1177,Dying is a very dull dreary affair. And my advice to you is to have nothing whatever to do with it.,W. Somerset Maugham..
1178,Early to rise and early to bed. Makes a male healthy wealthy and dead.,James Thurber..
1179,Everybody wants to go to heaven but nobody wants to die.,Joe Louis..
1180,He had decided to live forever or die in the attempt.,Joseph Heller..
1181,I am ready to meet my Maker. Whether my Maker is prepared for the great ordeal of meeting me is another matter.,Winston Churchill..
1182,Death is one of the few things that can be done as easily lying down. The difference between sex and death is that with death you can do it alone and no one is going to make fun of you.,Woody Allen..
1183,All our knowledge merely helps us to die a more painful death than animals that know nothing.,Maurice Maeterlinck..
1184,A single death is a tragedy a million deaths is a statistic.,Joseph Stalin..
1185,Eternal nothingness is fine if you happen to be dressed for it.,Woody Allen..
1186,Everything is drive-through. In California they even have a burial service called Jump-In-The-Box.,Wil Shriner..
1187,In this world nothing is certain but death and taxes.,Benjamin Franklin..
1188,The fear of death is the most unjustified of all fears for there's no risk of accident for someone who's dead.,Albert Einstein..
1189,I wouldn't mind dying - it's the business of having to stay dead that scares the shit out of me.,R. Geis..
1190,It's impossible to experience one's death objectively and still carry a tune.,Woody Allen..
1191,For if he like a madman lived At least he like a wise one died.,Cervantes..
1192,Death does not concern us because as long as we exist death is not here. And when it does come we no longer exist.,Epicurus..
1193,Am I lightheaded because I'm not dead or because I'm still alive?,Heidi Sandige..
1194,A low voter turnout is an indication of fewer people going to the polls.,George W. Bush.
1195,I was raised in the West. The west of Texas. It's pretty close to California. In more ways than Washington D.C. is close to California.,George W. Bush.
1196,Rarely is the question asked: Is our children learning?,George W. Bush.
1197,What I am against is quotas. I am against hard quotas quotas they basically delineate based upon whatever. However they delineate quotas I think vulcanize society. So I don't know how that fits into what everybody else is saying their relative positions but that's my position.,George W. Bush.
1198,It's clearly a budget. It's got a lot of numbers in it.,George W. Bush.
1199,One word sums up probably the responsibility of any Governor  and that one word is 'to be prepared'.,George W. Bush.
1200,If you're sick and tired of the politics of cynicism and polls and principles come and join this campaign.,George W. Bush.
1201,We must all hear the universal call to like your neighbor like you like to be liked yourself.,George W. Bush.
1202,The most important job is not to be Governor or First Lady in my case.,George W. Bush.
1203,If people can judge me on the company I keep they would judge me with keeping really good company with Laura.,George W. Bush.
1204,You'll notice that Nancy Reagan never drinks water when Ronnie speaks.,Robin Williams..
1205,I'm not going to have some reporters pawing through our papers. We are the president.,Hillary Clinton..
1206,A committee is a group of people who individually can do nothing but together can decide that nothing can be done.,Fred Allen..
1207,Richard Nixon is a no good lying bastard. He can lie out of both sides of his mouth at the same time and if he ever caught himself telling the truth he'd lie just to keep his hand in.,Harry S. Truman..
1208,Behind every successful man is a woman behind her is his wife.,Groucho Marx.
1209,Marry me and I'll never look at another horse!,Groucho Marx.
1210,A woman is an occasional pleasure but a cigar is always a smoke.,Groucho Marx.
1211,Outside of a dog a book is man's best friend. Inside of a dog  it's too dark to read.,Groucho Marx.
1212,Why was I with her? She reminds me of you. In fact she reminds me more of you than you do!,Groucho Marx.
1213,Women should be obscene and not heard.,Groucho Marx.
1214,Either he's dead or my watch has stopped.,Groucho Marx.
1215,I don't care to belong to a club that accepts people like me as members.,Groucho Marx.
1216,I must confess I was born at a very early age.,Groucho Marx.
1217,I have had a perfectly wonderful evening but this wasn't it.,Groucho Marx.
1218,Room service? Send up a larger room.,Groucho Marx.
1219,I never forget a face but in your case I'll be glad to make an exception.,Groucho Marx.
1220,A man's only as old as the woman he feels.,Groucho Marx.
1221,One morning I shot a bear in my pajamas. How it got into my pajamas I'll never know.,Groucho Marx.
1222,If I held you any closer I would be on the other side of you.,Groucho Marx.
1223,I was married by a judge. I should have asked for a jury.,Groucho Marx.
1224,Who are you going to believe me or your own eyes?,Groucho Marx.
1225,Quote me as saying I was mis-quoted.,Groucho Marx.
1226,A child of five could understand this. Fetch me a child of five.,Groucho Marx.
1227,Those are my principles. If you don't like them I have others.,Groucho Marx.
1228,Police arrested two kids yesterday one was drinking battery acid the other was eating fireworks. They charged one and let the other one off.,Tommy Cooper.
1229,A blind bloke walks into a shop with a guide dog. He picks the Dog up and starts swinging it around his head. Alarmed a shop assistant calls out: 'Can I help sir?' 'No thanks ' says the blind bloke. 'Just looking.',Tommy Cooper.
1230,It's strange isn't it. You stand in the middle of a library and go 'aaaaagghhhh' and everyone just stares at you. But you do the same thing on an aeroplane and everyone joins in.,Tommy Cooper.
1231,So I was getting into my car and this bloke says to me ,Tommy Cooper.
1232,You know somebody actually complimented me on my driving today. They left a little note on the windscreen it said 'Parking Fine.',Tommy Cooper.
1233,So I went to the dentist. He said ,Tommy Cooper.
1234,So I rang up a local building firm I said 'I want a skip outside my house.' He said 'I'm not stopping you.',Tommy Cooper.
1235,So I was in my car and I was driving along and my boss rang up and he said 'You've been promoted'. And I swerved. And then he rang up a second time and said 'You've been promoted again'. And I swerved again. He rang up a third time and said 'You're managing director.' And I went into a tree. And a policeman came up and said 'What happened to you?' And I Said 'I careered off the road.',Tommy Cooper.
1236,Don't knock masturbation it's sex with someone I love .,Woody Allen
1237,A fast word about oral contraception. I asked a girl to go to bed with me she said 'no'.,Woody Allen.
1238,It's not that I'm afraid to die I just don't want to be there when it happens.,Woody Allen
1239,There are worse things in life than death. Have you ever spent an evening with an insurance salesman?,Woody Allen.
1240,Money is better than poverty if only for financial reasons.,Woody Allen
1241,I failed to make the chess team because of my height.,Woody Allen.
1242,I believe that sex is a beautiful thing between two people. Between five it's fantastic.,Woody Allen.
1243,Love is the answer - but while you're waiting for the answer sex raises some pretty good questions.,Woody Allen.
1244,I'm very proud of my gold pocket watch. My grandfather on his deathbed sold me this watch.,Woody Allen.
1245,I'm always amazed to hear of air crash victims so badly mutilated that they have to be identified by their dental records. What I can't understand is if they don't know who you are how do they know who your dentist is?,Paul Merton..
1246,The Stones I love the Stones. I watch them whenever I can. Fred  Barney...,Steven Wright..
1247,First you forget names then you forget faces. Next you forget to pull your zipper up and finally you forget to pull it down.,George Burns..
1248,The pen is mightier than the sword and considerably easier to write with.,Marty Feldman..
1249,We had gay burglars the other night. They broke in and rearranged the furniture.,Robin Williams..
1250,If toast always lands butter-side down and cats always land on their feet what happens if you strap toast on the back of a cat and drop it?,Steven Wright..
1251,I'm desperately trying to figure out why kamikaze pilots wore helmets.,Dave Edison..
1252,Did you ever walk in a room and forget why you walked in? I think that's how dogs spend their lives.,Sue Murphy..
1253,A sure cure for seasickness is to sit under a tree.,Spike Milligan..
1254,Why don't they make the whole plane out of that black box stuff.,Steven Wright..
1255,I once heard two ladies going on and on about the pains of childbirth and how men don't seem to know what real pain is. I asked if either of them ever got themselves caught in a zipper.,Emo Philips..
1256,My neighbour asked if he could use my lawnmower and I told him of course he could so long as he didn't take it out of my garden.,Eric Morecambe..
1257,You're about as useful as a one-legged man at an arse kicking contest.,Rowan Atkinson..
1258,He managed to stupid himself right into the White House.,Charles Appel about George W. Bush.
1259,Reality is that which when you stop believing in it doesn't go away.,Philip K. Dick..
1260,Believe those who are seeking the truth. Doubt those who find it.,Andr� Gide.
1261,Just because bulldozers are used to build highways doesn't mean bulldozers are the best way to travel on a highway.,Danny Thorpe in borland.public.delphi.non-technical.
1262,Write a wise word and your name will live forever.,Anonymous.
1263,To the Honourable Member opposite I say when he goes home tonight may his mother run out from under the porch and bark at him,John G. Diefenbaker.
1264,Devlin's First Law - Buyer beware: in the hands of a charlatan  mathematics can be used to make a vacuous argument look impressive. Devlin's Second Law - So can PowerPoint.,Keith Devlin.
1265,Gigerenzer's Law of Indispensable Ignorance: The world cannot function without partially ignorant people.,Gerd Gigerenzer.
1266,Lohr's Law: The future is merely the past with a twist - and better tools.,Steve Lohr.
1267,Raymond's Law of Software: Given a sufficiently large number of eyeballs all bugs are shallow.,Eric S. Raymond.
1268,Barab�si's Law of Programming: Program development ends when the program does what you expect it to do - whether it is correct or not.,Albert-L�szl� Barab�si.
1269,Anyone who starts a sentence 'With all due respect ...' is about to insult you.,unknown.
1270,The only one listening to both sides of an argument is the neighbor in the next apartment,unknown.
1271,Cholesterol is your natural defence against excessive circulation of blood which can carry venoms poisons and other toxins around your body.,Michael Warner
1272,Mit der Dummheit k�mpfen G�tter selbst vergebens,Friedrich von Schiller.
1273,There Ought to be Limits to Freedom!,George W. Bush
1274,We are Dyslexia of Borg. Fusistance is retile. Your ass will be laminated.,unknown.
1275,I Can't Think Of Anything Reasonable To Counter Your Argument Or Don't Have The Least Inkling Of The Subject So I Will Resort To Name Calling And Hope I Can Get Away With It.,Ken de Camargo
1276,I don't approve of political jokes... I've seen too many of them get elected.,unknown.
1277,I plan to live forever. So far so good.,Rob C. Claffie in borland.public.off-topic.
1278,Millions long for immortality who do not know what to do with themselves on a rainy Sunday afternoon.,Susan Ertz.
1279,If the United Nations once admits that international disputes can be settled by using force then we will have destroyed the foundation of the organization and our best hope of establishing a world order.,Dwight D. Eisenhower.
1280,Sex is like a Chinese dinner. It isn't over until everyone gets their cookies.,"from the movie ""Outside Providence""."
1281,A picture is worth a thousand words (which is why it takes a thousand times longer to load...),Eric Tilton
1282,1001 words say more than one picture,Chinese proverb.
1283,There is no idea so simple and powerful that you can't get zillions of people to misunderstand it.,Alan Kay.
1284,The purpose of computing is not numbers but insight.,Richard Hamming.
1285,They have computers and they may have other weapons of mass destruction.,Janet Reno
1286,Imagine if every Thursday your shoes exploded if you tied them the usual way. This happens to us all the time with computers  and nobody thinks of complaining.,Jeff Raskin.
1287,Programming is like sex: one mistake and you have to support it for the rest of your life.,Michael Sinz.
1288,Linux is like living in a teepee. No Windows no Gates Apache in house.,Usenet signature.
1289,DOS Computers manufactured by companies such as IBM Compaq  Tandy and millions of others are by far the most popular with about 70 million machines in use worldwide. Macintosh fans on the other hand may note that cockroaches are far more numerous than humans and that numbers alone do not denote a higher life form.,New York Times
1290,Politics is the art of looking for trouble finding it everywhere diagnosing it incorrectly and applying the wrong remedies.,Groucho Marx.
1291,Momma always said life was like a box of chocolates. You never know what you're gonna get.,Forest Gump.
1292,I invented the term Object-Oriented and I can tell you I did not have C++ in mind.,Alan Kay.
1293,Reality is merely an illusion albeit a very persistent one.,Albert Einstein.
1294,Never test for an error condition you don't know how to handle.,Steinbach's Guideline for Systems Programmers..
1295,Science is what people understand well enough to explain to a computer. All else is art.,Donald Knuth.
1296,Beware of bugs in the above code; I have only proven it correct  not tried it.,Donald E. Knuth..
1297,Object-oriented programming is an exceptionally bad idea which could only have originated in California.,Edsger Dijkstra.
1298,Object-oriented programming is a style of programming designed to teach students about stacks.,Edsger Dijkstra.
1299,Programming is one of the most difficult branches of applied mathematics; the poorer mathematicians had better remain pure mathematicians.,Edsger Dijkstra.
1300,The use of anthropomorphic terminology when dealing with computing systems is a symptom of professional immaturity.,Edsger Dijkstra.
1301,About the use of language: it is impossible to sharpen a pencil with a blunt axe. It is equally vain to try to do it with ten blunt axes instead.,Edsger W. Dijkstra.
1302,If FORTRAN has been called an infantile disorder then PL/I must be classified as a fatal disease.,Edsger Dijkstra.
1303,Testing proves the presence not the absence of bugs.,Edsger Dijkstra.
1304,The question of whether a computer can think is no more interesting than the question of whether a submarine can swim.,Edsger Dijkstra.
1305,It is practically imposible to teach good programming to students that have had a prior exposure to BASIC: as potential programmers they are mentally mutilated beyond hope of regeneration.,Edsger Dijkstra.
1306,The use of COBOL cripples the mind; its teaching should  therefore be regarded as a criminal offense.,Edsger Dijkstra.
1307,and the clueless shall spend their time reinventing the wheel while the elite merely use the Wordstar key mappings,Ed Mulroy.
1308,Why did God create dentists?,In his infinite love
1309,If we knew what it was we were doing it would not be called research would it?,Albert Einstein.
1310,A [pseudo]random number generator is much like sex: when it's good it's wonderful and when it's bad it's still pretty good.,G. Marsaglia.
1311,A model is done when nothing else can be taken out.,Dyson.
1312,Real life is that big high-res high-color screen saver behind all the windows.,anonymous.
1313,We've all heard that a million monkeys banging on a million typewriters will eventually reproduce the entire works of Shakespeare. Now thanks to the Internet we know this is not true.,Robert Wilensky.
1314,Not everything that can be counted counts and not everything that counts can be counted.,Albert Einstein.
1315,Physics is not a religion. If it were we'd have a much easier time raising money.,Leon Lenderman.
1316,Java the best argument for Smalltalk since C++.,unknown.
1317,Computers are useless; they can only give you answers.,Pablo Picasso.
1318,Life would be so much easier if we could just see the source code.,unknown.
1319,Deliver yesterday code today think tomorrow.,unknown.
1320,Having the source code is the difference between buying a house and renting an apartment.,Behlendorf.
1321,C++: an octopus made by nailing extra legs onto a dog,unknown.
1322,C combines all the power of assembly language with the ease of use of assembly language,trad.
1323,God is real unless declared integer,david.
1324,Java: the elegant simplicity of C++ and the blazing speed of Smalltalk.,Roland Turner.
1325,Quotation confesses inferiority.,Ralph Waldo Emerson.
1326,A mind all logic is like a knife all blade. It makes the hand bleed that uses it.,Rabindranath Tagore.
1327,Sometimes the best answer is a more interesting question,Terry Pratchett.
1328,Before C++ we had to code all of our bugs by hand; now we inherit them.,unknown.
1329,Incrementing C by 1 is not enough to make a good object-oriented language.,M. Sakkinen.
1330,Science is like sex: sometimes something useful comes out but that is not the reason we are doing it,Richard Feynman.
1331,Man is the best computer we can put aboard a spacecraft... and the only one that can be mass produced with unskilled labor.,Wernher von Braun.
1332,Computer /nm./: a device designed to speed and automate errors.,From the Jargon File..
1333,RAM /abr./: Rarely Adequate Memory.,From the Jargon File.
1334,A printer consists of three main parts: the case the jammed paper tray and the blinking red light,unknown.
1335,Real Programmers always confuse Christmas and Halloween because Oct31 == Dec25 !,Andrew Rutherford.
1336,2 + 2 = 5 for extremely large values of 2.,unknown.
1337,ASCII stupid question get a stupid ANSI !,unknown.
1338,Multitasking /adj./ 3 PCs and a chair with wheels !,unknown.
1339,Pascal /n./ A programming language named after a man who would turn over in his grave if he knew about it.,From the Jargon File.
1340,If it wasn't for C we'd be writing programs in BASI PASAL and OBOL.,unknown.
1341,I have yet to meet a C compiler that is more friendly and easier to use than eating soup with a knife.,unknown.
1342,... one of the main causes of the fall of the Roman Empire was that lacking zero they had no way to indicate successful termination of their C programs.,Robert Firth.
1343,We should leave our minds open but not so open that our brains fall out.,Alan Ross Anderson.
1344,The difference between what the most and the least learned people know is inexpressibly trivial in relation to that which is unknown.,Albert Einstein.
1345,Statistics is like a bikini. What they reveal is suggestive. What they conceal is vital.,Arthur Koestler.
1346,A hen is only an egg's way of making another egg.,Samuel Butler.
1347,It is a miracle that curiosity survives formal education.,Albert Einstein.
1619,He would make a lovely corpse.,Charles Dickens (1812-1870).
1620,I've just learned about his illness. Let's hope it's nothing trivial.,Irvin S. Cobb.
1621,I worship the quicksand he walks in.,Art Buchwald.
1622,Wagner's music is better than it sounds.,Mark Twain (1835-1910).
1623,A poem is never finished only abandoned.,Paul Valery (1871-1945).
1624,We are not retreating - we are advancing in another Direction.,General Douglas MacArthur (1880-1964).
1625,If you were plowing a field which would you rather use? Two strong oxen or 1024 chickens?,Seymour Cray (1925-1996)
1626,#3 pencils and quadrille pads.,Seymoure Cray (1925-1996) when asked what CAD tools he used
1627,I just bought a Mac to help me design the next Cray.,Seymoure Cray (1925-1996) when was informed that Apple Inc.
1628,Your Highness I have no need of this hypothesis.,Pierre Laplace (1749-1827)
1629,I choose a block of marble and chop off whatever I don't need.,Francois-Auguste Rodin (1840-1917)
1630,The man who does not read good books has no advantage over the man who cannot read them.,Mark Twain (1835-1910).
1631,The truth is more important than the facts.,Frank Lloyd Wright (1868-1959).
1632,Research is what I'm doing when I don't know what I'm doing.,Wernher Von Braun (1912-1977).
1633,There are only two tragedies in life: one is not getting what one wants and the other is getting it.,Oscar Wilde (1854-1900).
1634,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.,Albert Einstein (1879-1955).
